code;traduction;titre;nb_rattachements;nb_concept;passages_concept;lectures_ouverture
63-0804A;SKN;Encore une fois;2;2;Apocalypse 17:0 | Marc 16:0;
63-0804A;VGR;Une fois encore;2;2;Apocalypse 17:0 | Marc 16:0;
63-0804E;SKN;Appeler Jésus Sur La Scène;5;5;Colossiens 1:15 | Ephesiens 4:30 | Jean 3:0 | Marc 16:0 | Matthieu 1:0;
63-0818;SKN;Le Temps De L’Union Et Son Signe;4;3;Apocalypse 10:0 | Malachie 4:0 | Psaumes 86:0;
63-0818;VGR;Le temps de l’union et son signe;5;4;Apocalypse 10:0 | Hebreux 11:0 | Malachie 4:0 | Psaumes 86:0;
63-0825E;SKN;La Foi Parfaite;9;8;1 Jean 3:21 | Actes 2:0 | Jacques 5:14 | Jean 14:12 | Jean 15:0 | Jean 3:21 | Marc 11:23 | Marc 16:0;
63-0825E;VGR;La Foi parfaite;9;7;Actes 2:0 | Jacques 5:14 | Jean 14:12 | Jean 15:0 | Jean 3:21 | Marc 11:23 | Marc 16:0;
63-0825M;SKN;Comment puis-je vaincre?;2;2;Apocalypse 3:21 | Romains 8:1;
63-0825M;VGR;Comment puis-je vaincre?;2;2;Apocalypse 3:21 | Romains 8:1;
63-0901E;SKN;Poussé à bout;4;4;Galates 5:6 | Jacques 5:15 | Jean 14:23 | Luc 16:0;
63-0901M;SKN;Le Signe;20;16;1 Corinthiens 12:0 | Actes 16:31 | Actes 19:0 | Ephesiens 2:12 | Ephesiens 4:30 | Genese 4:10 | Genese 9:0 | Hebreux 10:12 | Hebreux 11:0 | Hebreux 12:24 | Hebreux 13:0 | Hebreux 13:10 | Hebreux 13:8 | Hebreux 9:11-14 | Jean 14:12 | Romains 8:1;
63-0901M;VGR;Le Signe;18;15;Actes 16:31 | Actes 19:0 | Ephesiens 2:12 | Ephesiens 4:30 | Genese 4:10 | Genese 9:0 | Hebreux 10:12 | Hebreux 11:0 | Hebreux 12:24 | Hebreux 13:0 | Hebreux 13:10 | Hebreux 13:8 | Hebreux 9:11-14 | Jean 14:12 | Romains 8:1;
63-1028;SKN;Etre pardonné;11;8;Esaie 1:0 | Esaie 53:5 | Hebreux 13:8 | Hebreux 9:0 | Hebreux 9:11 | Jean 12:14 | Jean 1:0 | Romains 5:1;Romains 8:28
63-1028;VGR;Le pardon;13;10;Esaie 1:0 | Esaie 53:5 | Hebreux 13:8 | Hebreux 9:0 | Hebreux 9:11 | Jean 12:14 | Jean 1:0 | Matthieu 24:24 | Romains 5:1 | Romains 8:28;
63-1103;SKN;Allez réveiller Jésus;15;12;Hebreux 13:8 | Hebreux 1:0 | Hebreux 3:0 | Hebreux 4:0 | Jean 14:12 | Jean 5:24 | Marc 4:35 | Matthieu 28:20 | Matthieu 28:28 | Matthieu 8:23 | Psaumes 103:1-9 | matthieu 28:20;
63-1103;VGR;Allez réveiller Jésus;15;12;Hebreux 13:8 | Hebreux 1:0 | Hebreux 3:0 | Hebreux 4:0 | Jean 14:12 | Jean 5:24 | Marc 4:35 | Matthieu 28:20 | Matthieu 28:28 | Matthieu 8:23 | Psaumes 103:1-9 | matthieu 28:7;
63-1110E;SKN;Celui Qui Est En Vous;8;7;Apocalypse 19:21 | Hebreux 13:8 | Jean 14:12 | Jean 4:4 | Marc 11:12 | Matthieu 24:0 | Matthieu 28:20;
63-1110E;VGR;Celui qui est en vous;15;7;Hebreux 13:8 | Jean 14:12 | Jean 4:4 | Marc 11:12 | Marc 11:23 | Matthieu 24:0 | Matthieu 28:20;
63-1110M;SKN;Les Âmes Qui Sont Maintenant En Prison;16;13;Apocalypse 10:7 | Apocalypse 17:0 | Apocalypse 1:0 | Genese 15:16 | Genese 1:0 | Hebreux 11:0 | Hebreux 13:8 | Jean 14:12 | Jean 4:0 | Jean 6:49 | Matthieu 23:0 | Matthieu 23:7 | Matthieu 6:9-13;
63-1110M;VGR;Des âmes qui sont maintenant en prison;16;13;Apocalypse 10:7 | Apocalypse 17:0 | Apocalypse 1:0 | Genese 15:16 | Genese 1:0 | Hebreux 11:0 | Hebreux 13:8 | Jean 14:12 | Jean 4:0 | Jean 6:49 | Matthieu 23:0 | Matthieu 23:7 | Matthieu 6:9-13;
63-1112;SKN;Monsieur, Nous Voudrions Voir Jésus;12;10;Hebreux 13:8 | Hebreux 1:0 | Hebreux 4:0 | Jean 12:20 | Jean 14:12 | Jean 1:0 | Jean 4:0 | Jean 5:19 | Jean 6:0 | Matthieu 6:11;
63-1113;SKN;Le Signe de ce temps;6;5;Hebreux 13:8 | Hebreux 4:0 | Jean 14:12 | Jean 1:0 | Jean 4:0;Genese 6:0
63-1114;SKN;Influence;2;2;Jean 6:0 | Malachie 3:0;
63-1114;VGR;L’influence;2;2;Jean 6:0 | Malachie 3:0;
63-1115;SKN;La Dislocation du monde;5;5;2 Timothee 3:0 | Apocalypse 6:12 | Hebreux 12:25 | Hebreux 13:8 | Matthieu 10:0;
63-1116B;SKN;Les Investissements;5;5;Actes 19:0 | Apocalypse 3:0 | Hebreux 4:0 | Luc 24:49 | Marc 16:0;
63-1116E;SKN;La Persévérance;4;4;Hebreux 13:18 | Hebreux 4:12 | Jean 14:12 | Jean 5:19;
63-1117;SKN;Encore une fois;3;3;Apocalypse 17:0 | Hebreux 3:0 | Hebreux 4:0;
63-1124E;SKN;Trois sortes de croyants;8;8;Actes 2:38 | Esaie 35:0 | Jean 15:0 | Jean 6:0 | Jean 6:60 | Matthieu 10:0 | Psaumes 22:0 | Romains 4:0;
63-1124E;VGR;Trois sortes de croyants;8;8;Actes 2:38 | Esaie 35:0 | Jean 15:0 | Jean 6:0 | Jean 6:60 | Matthieu 10:0 | Psaumes 22:0 | Romains 4:0;
63-1124M;SKN;Que ferai-je de Jésus appelé Christ?;15;12;Actes 19:5 | Apocalypse 13:0 | Apocalypse 13:8 | Apocalypse 17:0 | Ephesiens 4:30 | Esaie 9:6 | Galates 1:8 | Hebreux 10:0 | Hebreux 13:8 | Jean 5:24 | Malachie 4:0 | Matthieu 27:0;
63-1124M;VGR;Que ferai-je de Jésus, qu’on appelle Christ?;14;11;Actes 19:5 | Apocalypse 13:8 | Apocalypse 17:0 | Ephesiens 4:30 | Esaie 9:6 | Galates 1:8 | Hebreux 10:0 | Hebreux 13:8 | Jean 5:24 | Malachie 4:0 | Matthieu 27:0;
63-1127;SKN;Le Monde se disloque une fois de plus;13;9;Actes 2:38 | Deuteronome 4:0 | Ephesiens 4:30 | Esaie 9:6 | Hebreux 11:0 | Hebreux 13:8 | Hebreux 4:0 | Jean 12:14 | Malachie 3:0;
63-1128E;SKN;Le Signe;15;13;1 Corinthiens 12:0 | Actes 16:31 | Apocalypse 19:21 | Ephesiens 2:12 | Ephesiens 4:30 | Esaie 28:19 | Esaie 35:0 | Esaie 9:6 | Genese 4:1 | Hebreux 13:10 | Hebreux 13:8 | Hebreux 9:11 | Jean 5:24;
63-1128M;SKN;Le Témoignage;6;4;2 Chroniques 22:0 | Genese 22:14 | Marc 11:22 | Psaumes 23:0;2 Corinthiens 9:0
63-1129;SKN;Le Super Signe;7;6;Genese 22:16 | Hebreux 13:8 | Hebreux 4:0 | Malachie 3:0 | Malachie 3:1 | Malachie 4:0;
63-1129;VGR;Le super-signe;8;5;Genese 22:16 | Hebreux 13:8 | Malachie 3:0 | Malachie 3:1 | Malachie 4:0;
63-1130B;SKN;L'Influence;3;3;Genese 1:0 | Hebreux 13:8 | Jean 1:0;
63-1130B;VGR;L’influence;3;3;Genese 1:0 | Hebreux 13:8 | Jean 1:0;
63-1130E;SKN;Allez Réveiller Jésus;6;5;Apocalypse 17:0 | Hebreux 13:8 | Hebreux 4:0 | Jean 14:2 | Jean 1:0;
63-1201E;SKN;Encore Une Fois Seulement, Seigneur;4;4;2 Timothee 3:0 | Actes 2:38 | Apocalypse 17:0 | Apocalypse 3:0;
63-1201M;SKN;Un Absolu;11;10;Actes 20:24 | Actes 2:0 | Apocalypse 22:19 | Esaie 9:6 | Jacques 5:0 | Jean 1:0 | Job 14:0 | Philippiens 1:0 | Romains 5:0 | Romains 8:1;
63-1201M;VGR;Un Absolu;11;10;Actes 20:24 | Actes 2:0 | Apocalypse 22:19 | Esaie 9:6 | Jacques 5:0 | Jean 1:0 | Job 14:0 | Philippiens 1:0 | Romains 5:0 | Romains 8:1;
63-1214;SKN;Pourquoi la petite Bethlehem?;7;7;Apocalypse 17:0 | Galates 1:8 | Hebreux 13:8 | Jean 3:16 | Jean 6:35 | Malachie 4:0 | Psaumes 23:0;
63-1214;VGR;Pourquoi la petite Bethléhem;7;7;Apocalypse 17:0 | Galates 1:8 | Hebreux 13:8 | Jean 3:16 | Jean 6:35 | Malachie 4:0 | Psaumes 23:0;
63-1216;SKN;Nous avons vu son étoile en orient, et nous sommes venus pour l'adorer;8;8;Actes 10:35 | Daniel 2:43 | Deuteronome 22:0 | Deuteronome 22:23 | Esaie 9:0 | Galates 1:0 | Galates 4:19 | Malachie 4:0;
63-1222;SKN;Les Dons de Dieu trouvent toujours leurs places;9;7;Jean 12:0 | Jean 12:1 | Jean 14:12 | Jean 3:16 | Levitique 16:6 | Levitique 2:2 | Matthieu 12:15;
63-1229E;SKN;Tournez Les Regards Vers Jésus;6;6;Actes 20:27 | Apocalypse 13:0 | Esaie 45:22 | Hebreux 13:8 | Jean 14:12 | Malachie 4:0;
63-1229E;VGR;Tournez les regards vers Jésus;6;6;Actes 20:27 | Apocalypse 13:0 | Esaie 45:22 | Hebreux 13:8 | Jean 14:12 | Malachie 4:0;
63-1229M;SKN;Il y a ici un homme qui peut allumer la lumière;13;12;Apocalypse 3:0 | Genese 1:0 | Genese 1:3 | Genese 3:0 | Hebreux 13:8 | Jean 14:12 | Joel 2:28 | Malachie 4:0 | Marc 16:0 | Matthieu 24:0 | Nombres 24:17 | Psaumes 22:0;
63-1229M;VGR;Il y a ici un Homme qui peut allumer la lumière;13;12;Apocalypse 3:0 | Genese 1:0 | Genese 1:3 | Genese 3:0 | Hebreux 13:8 | Jean 14:12 | Joel 2:28 | Malachie 4:0 | Marc 16:0 | Matthieu 24:0 | Nombres 24:17 | Psaumes 22:0;
64-0112;VGR;Shalom;13;12;1 Timothee 3:16 | Apocalypse 10:0 | Apocalypse 17:0 | Esaie 60:0 | Esaie 60:1 | Esaie 62:0 | Hebreux 1:0 | Hebreux 4:0 | Jean 14:0 | Psaumes 60:0 | Psaumes 62:0 | Psaumes 62:1;
64-0112;SKN;Shalom;10;9;Apocalypse 10:0 | Apocalypse 17:0 | Esaie 60:0 | Esaie 60:1 | Esaie 62:0 | Hebreux 1:0 | Jean 14:0 | Psaumes 60:0 | Psaumes 62:0;
64-0119;SKN;Shalom;6;6;Apocalypse 3:0 | Esaie 60:1 | Esaie 6:0 | Hebreux 13:8 | Jean 14:12 | Psaumes 62:1-8;
64-0120;SKN;Ses paroles infaillibles de promesse;1;1;Hebreux 4:0;
64-0121;SKN;La Parole De Dieu Exige Une Séparation Totale D’avec L’Incrédulité;3;3;Genese 1:3 | Jean 14:0 | Jean 14:12;
64-0122;SKN;Tournez Le Regard Vers Jésus;5;3;Hebreux 13:8 | Jean 14:12 | Jean 5:19;Esaie 45:0
64-0125;SKN;Allumer La Lumière;11;8;Apocalypse 17:0 | Apocalypse 3:0 | Hebreux 13:8 | Jean 15:0 | Joel 2:28 | Malachie 4:0 | Matthieu 24:0 | Matthieu 4:0;Esaie 42:1-7 | Matthieu 4:15-16
64-0125;VGR;Allumer la Lumière;11;8;Apocalypse 17:0 | Apocalypse 3:0 | Hebreux 13:8 | Jean 15:0 | Joel 2:28 | Malachie 4:0 | Matthieu 24:0 | Matthieu 4:0;Esaie 42:1-7 | Matthieu 4:15-16
64-0126;SKN;Que Ferons-Nous De Ce Jésus Qu’on Appelle Christ?;10;8;Apocalypse 17:0 | Hebreux 10:0 | Hebreux 13:8 | Hebreux 4:0 | Jean 14:12 | Malachie 4:0 | Matthieu 24:24 | Matthieu 28:0;
64-0126;VGR;Que ferons-nous de ce Jésus qu’on appelle Christ?;10;8;Apocalypse 17:0 | Hebreux 10:0 | Hebreux 13:8 | Hebreux 4:0 | Jean 14:12 | Malachie 4:0 | Matthieu 24:24 | Matthieu 28:0;
64-0205;SKN;Dieu est son propre interprète;1;1;Matthieu 24:24;
64-0206B;SKN;Un Paradoxe;9;8;Ephesiens 1:0 | Genese 22:0 | Josue 10:12 | Malachie 3:0 | Malachie 4:0 | Marc 11:22 | Matthieu 10:0 | Matthieu 11:0;
64-0206E;SKN;La Voie À Laquelle Dieu A Pourvue Pour Aujourd’hui;4;4;Genese 1:0 | Hebreux 13:8 | Jean 14:12 | Malachie 4:0;
64-0206E;VGR;La Voie pourvue par Dieu pour aujourd’hui;4;4;Genese 1:0 | Hebreux 13:8 | Jean 14:12 | Malachie 4:0;
64-0207;SKN;Le Patriarche Abraham;5;5;Genese 22:0 | Hebreux 11:0 | Hebreux 13:8 | Jean 4:0 | Jean 5:0;
64-0207;VGR;Le patriarche Abraham;5;4;Hebreux 11:0 | Hebreux 13:8 | Jean 4:0 | Jean 5:0;Genese 22:0
64-0208;SKN;Le Signe;12;11;1 Corinthiens 12:0 | Actes 16:31 | Ephesiens 4:30 | Genese 4:10 | Hebreux 12:24 | Hebreux 13:0 | Hebreux 13:8 | Hebreux 1:0 | Hebreux 9:11-14 | Jean 14:12 | Malachie 4:0;Exode 12:12
64-0208;VGR;Le Signe;11;10;Actes 16:31 | Ephesiens 4:30 | Genese 4:10 | Hebreux 12:24 | Hebreux 13:0 | Hebreux 13:8 | Hebreux 1:0 | Hebreux 9:11 | Jean 14:12 | Malachie 4:0;Exode 12:12
64-0209;SKN;Le Compte À Rebours;4;2;Jean 14:12 | Malachie 4:0;
64-0212;SKN;Quand leurs yeux s’ouvrirent, ils Le reconnurent;13;8;Hebreux 13:8 | Jean 14:12 | Jean 4:0 | Joel 2:28 | Luc 17:0 | Luc 17:26 | Malachie 3:0 | Malachie 4:0;Luc 24:0
64-0212;VGR;Lorsque leurs yeux s’ouvrirent, ils Le reconnurent;12;7;Hebreux 13:8 | Jean 14:12 | Joel 2:28 | Luc 17:0 | Luc 17:26 | Malachie 3:0 | Malachie 4:0;Luc 24:0
64-0213;SKN;Puis Jésus Vint Et Appela;2;2;Jean 11:0 | Jean 5:19;
64-0213;VGR;Alors Jésus vint, et Il appela;2;2;Jean 11:0 | Jean 5:19;
64-0214;SKN;La Voix du signe;8;8;Hebreux 13:8 | Hebreux 1:0 | Luc 17:30 | Malachie 3:0 | Malachie 4:0 | Marc 16:0 | Matthieu 24:24 | Nombres 12:6;
64-0215;SKN;Les Influences;1;1;Marc 16:0;
64-0215;VGR;Les influences;1;1;Marc 16:0;
64-0216;SKN;L'Identification;6;6;Galates 1:8 | Hebreux 13:8 | Hebreux 4:0 | Jean 14:12 | Jean 1:0 | Jean 3:16;
64-0304;SKN;Messieurs, Nous Voudrions Voir Jésus;6;6;Genese 6:0 | Hebreux 13:8 | Hebreux 1:0 | Hebreux 3:0 | Jean 5:19 | Jean 5:39;
64-0304;VGR;Messieurs, nous voudrions voir Jésus;6;6;Genese 6:0 | Hebreux 13:8 | Hebreux 1:0 | Hebreux 3:0 | Jean 5:19 | Jean 5:39;
64-0305;SKN;Persévérant;6;6;Hebreux 3:0 | Hebreux 4:12 | Jean 14:12 | Jean 1:0 | Jean 5:19 | Luc 17:15;
64-0305;VGR;Persévérer;5;5;Hebreux 4:12 | Jean 14:12 | Jean 1:0 | Jean 5:19 | Luc 17:15;
64-0306;SKN;Il Y A Maintenant Ici Plus Que Salomon;4;3;Exode 19:0 | Hebreux 4:0 | Matthieu 3:0;Matthieu 12:0
64-0306;VGR;Il y a maintenant ici plus que Salomon;4;3;Exode 19:0 | Hebreux 4:0 | Matthieu 3:0;Matthieu 12:0
64-0308;SKN;Le Signe;13;13;Actes 16:31 | Apocalypse 17:0 | Ephesiens 2:12 | Ephesiens 4:30 | Esaie 35:0 | Genese 4:10 | Hebreux 10:26 | Hebreux 12:0 | Hebreux 13:10 | Hebreux 13:8 | Hebreux 9:11 | Jean 14:12 | Malachie 4:0;
64-0308;VGR;Le Signe;13;13;Actes 16:31 | Apocalypse 17:0 | Ephesiens 2:12 | Ephesiens 4:30 | Esaie 35:0 | Genese 4:10 | Hebreux 10:26 | Hebreux 12:0 | Hebreux 13:10 | Hebreux 13:8 | Hebreux 9:11 | Jean 14:12 | Malachie 4:0;
64-0311;SKN;Dieu Est Identifié Par Ses Caractéristiques;14;10;Deuteronome 18:15 | Hebreux 10:1 | Hebreux 13:8 | Hebreux 1:1 | Hebreux 4:12 | Hebreux 4:14 | Jean 10:37 | Jean 14:12 | Jean 4:0 | Jean 5:19;Hebreux 1:1-3
64-0311;VGR;Dieu est identifié par Ses caractéristiques;14;10;Deuteronome 18:15 | Hebreux 10:1 | Hebreux 13:8 | Hebreux 1:1 | Hebreux 4:12 | Hebreux 4:14 | Jean 10:37 | Jean 14:12 | Jean 4:0 | Jean 5:19;Hebreux 1:1-3
64-0312;SKN;Quand Leurs Yeux S'ouvrirent, Ils Le Reconnurent;11;8;Apocalypse 3:0 | Hebreux 13:8 | Hebreux 4:0 | Jean 14:8 | Jean 14:9 | Luc 17:28 | Malachie 4:0 | Psaumes 22:0;Luc 24:0
64-0313;SKN;La Voix Du Signe;15;10;Apocalypse 3:0 | Esaie 35:0 | Hebreux 1:1 | Hebreux 4:0 | Luc 17:0 | Luc 17:30 | Malachie 3:0 | Malachie 4:0 | Matthieu 24:0 | Nombres 12:6;
64-0313;VGR;La voix du signe;18;10;Apocalypse 3:0 | Esaie 35:0 | Hebreux 1:1 | Hebreux 4:0 | Luc 17:0 | Luc 17:30 | Malachie 3:0 | Malachie 4:0 | Matthieu 24:0 | Nombres 12:6;
64-0314;SKN;Les Investissements;3;3;Jean 14:12 | Luc 24:49 | Matthieu 5:0;
64-0315;SKN;Influence;4;3;2 Chroniques 26:0 | Jean 5:19 | Luc 24:49;
64-0315;VGR;L’influence;2;2;Jean 5:19 | Luc 24:49;
64-0318;SKN;Messieurs, Nous Voudrions Voir Jésus;6;5;Hebreux 13:8 | Jean 4:0 | Jean 6:0 | Malachie 3:0 | Matthieu 11:0;Hebreux 13:8
64-0318;VGR;Monsieur, nous voudrions voir Jésus;6;5;Hebreux 13:8 | Jean 4:0 | Jean 6:0 | Malachie 3:0 | Matthieu 11:0;Hebreux 13:8
64-0319;SKN;Appeler Jésus Sur La Scène;6;6;Hebreux 13:8 | Jean 14:12 | Jean 1:1 | Jean 5:0 | Jean 5:19 | Malachie 4:0;
64-0320;SKN;Dieu Identifié Par Ses Caractéristiques;12;9;Deuteronome 18:15 | Hebreux 13:8 | Hebreux 1:1 | Hebreux 4:12 | Hebreux 4:14 | Jean 10:37 | Jean 14:12 | Malachie 4:0 | Matthieu 24:0;
64-0320;VGR;Dieu S’identifie par Ses caractéristiques;12;9;Deuteronome 18:15 | Hebreux 13:8 | Hebreux 1:1 | Hebreux 4:0 | Hebreux 4:12 | Jean 10:37 | Jean 14:12 | Malachie 4:0 | Matthieu 24:0;
64-0321E;SKN;La Voix Du Signe;10;9;Genese 15:16 | Hebreux 1:1 | Hebreux 4:0 | Jean 14:12 | Jean 4:0 | Luc 17:0 | Malachie 3:0 | Malachie 4:0 | Nombres 12:6;
64-0321E;VGR;La Voix du signe;12;9;Genese 15:16 | Hebreux 1:1 | Hebreux 4:0 | Jean 14:12 | Jean 4:0 | Luc 17:0 | Malachie 3:0 | Malachie 4:0 | Nombres 12:6;
64-0322;SKN;Posséder La Porte De L’Ennemi Après Le Test;6;4;Ephesiens 4:30 | Genese 22:0 | Jean 14:12 | Jean 6:0;
64-0322;VGR;Posséder la porte de l’ennemi après l’épreuve;6;4;Ephesiens 4:30 | Genese 22:0 | Jean 14:12 | Jean 6:0;
64-0401;SKN;Christ Identifié Dans Tous Les Âges;9;8;1 Timothee 3:16 | Apocalypse 17:0 | Jean 14:12 | Jean 4:0 | Jean 6:0 | Luc 17:0 | Malachie 3:6 | Zacharie 14:6;
64-0402;SKN;Jéhovah-Jiré #1;4;4;Hebreux 7:0 | Jean 15:0 | Malachie 4:0 | Marc 11:22;
64-0402;VGR;Jéhovah-Jiré #1;4;4;Hebreux 7:0 | Jean 15:0 | Malachie 4:0 | Marc 11:22;
64-0403;SKN;Jéhovah-Jiré #2;9;8;Ephesiens 4:30 | Genese 1:26 | Jean 14:12 | Jean 15:0 | Luc 17:28 | Malachie 4:0 | Marc 16:0 | Matthieu 27:0;
64-0403;VGR;Jéhovah-Jiré #2;9;8;Ephesiens 4:30 | Genese 1:26 | Jean 14:12 | Jean 15:0 | Luc 17:28 | Malachie 4:0 | Marc 16:0 | Matthieu 27:0;
64-0404;SKN;Jéhovah-Jiré #3;7;7;Esaie 40:0 | Genese 15:0 | Jean 14:12 | Luc 17:0 | Malachie 3:0 | Malachie 4:0 | Romains 4:0;
64-0404;VGR;Jéhovah-Jiré #3;7;6;Genese 15:0 | Jean 14:12 | Luc 17:0 | Malachie 3:0 | Malachie 4:0 | Romains 4:0;
64-0405;SKN;Un Procès;11;7;Hebreux 13:8 | Jacques 5:14 | Malachie 4:0 | Marc 11:22 | Marc 11:23 | Marc 16:0 | Matthieu 15:26;
64-0405;VGR;Un procès;7;5;Hebreux 13:8 | Jacques 5:14 | Marc 11:22 | Marc 11:23 | Marc 16:0;
64-0409;SKN;Christ identifie dans tous les âges;9;8;Deuteronome 18:15 | Genese 22:0 | Hebreux 13:8 | Hebreux 4:4-12 | Jean 1:0 | Jean 4:0 | Jean 6:0 | Malachie 4:0;
64-0409;VGR;L’identification de Christ dans tous les âges;9;8;Deuteronome 18:15 | Genese 22:0 | Hebreux 13:8 | Hebreux 4:0 | Jean 1:0 | Jean 4:0 | Jean 6:0 | Malachie 4:0;
64-0410;SKN;Les Signes scripturaires du temps;6;4;Jean 5:24 | Luc 17:0 | Malachie 3:0 | Malachie 4:0;Matthieu 12:0
64-0411;SKN;L'Amnésie spirituelle;2;2;Apocalypse 3:0 | Marc 11:0;
64-0411;VGR;L’amnésie spirituelle;2;2;Apocalypse 3:0 | Marc 11:0;
64-0412;SKN;Un Procès;13;9;Hebreux 13:8 | Jacques 5:14 | Jean 14:12 | Jean 5:19 | Malachie 4:0 | Marc 11:22 | Marc 16:0 | Matthieu 10:0 | Matthieu 12:0;
64-0415;SKN;Christ Identifié Le Même Dans Toutes Les Générations;6;6;Deuteronome 18:15 | Hebreux 13:0 | Hebreux 13:5 | Hebreux 1:0 | Hebreux 3:0 | Jean 5:19;
64-0415;VGR;Christ identifié le même dans toutes les générations;6;6;Deuteronome 18:15 | Hebreux 13:0 | Hebreux 13:5 | Hebreux 1:0 | Hebreux 3:0 | Jean 5:19;
64-0416;SKN;Alors, quand leurs yeux s’ouvrirent, ils Le reconnurent;7;6;Hebreux 13:8 | Jean 14:12 | Jean 14:9 | Jean 3:16 | Luc 17:27-28 | Malachie 4:0;
64-0416;VGR;Et lorsque leurs yeux s’ouvrirent, ils le reconnurent;7;6;Hebreux 13:8 | Jean 14:12 | Jean 14:9 | Jean 3:16 | Luc 17:27-28 | Malachie 4:0;
64-0417;SKN;Puis Jésus Vint Et Appela;6;5;Hebreux 6:0 | Jean 11:0 | Jean 3:16 | Jean 4:0 | Jean 5:19;
64-0417;VGR;Alors Jésus vint, et Il appela;6;5;Hebreux 6:0 | Jean 11:0 | Jean 3:16 | Jean 4:0 | Jean 5:19;
64-0418B;SKN;Un Paradoxe;4;4;Actes 4:0 | Josue 10:0 | Marc 11:22 | Marc 16:0;
64-0418B;VGR;Un paradoxe;4;4;Actes 4:0 | Josue 10:12 | Marc 11:22 | Marc 16:0;
64-0418E;SKN;Jésus Ne Manque A Aucun De Ses Rendez-Vous;1;1;Exode 19:0;
64-0419;SKN;Le Procès;13;6;Apocalypse 10:0 | Deuteronome 18:15 | Jean 14:12 | Luc 17:30 | Malachie 4:0 | Marc 16:0;
64-0419;VGR;Le procès;16;8;Apocalypse 10:0 | Apocalypse 10:7 | Deuteronome 18:15 | Hebreux 13:8 | Jean 14:12 | Luc 17:30 | Malachie 4:0 | Marc 16:0;
64-0427;SKN;Un Procès;29;15;Actes 2:38 | Deuteronome 18:15 | Ezechiel 2:1 | Hebreux 13:8 | Jacques 5:14 | Jean 14:5 | Jean 3:16 | Luc 17:0 | Luc 17:23 | Malachie 3:0 | Malachie 4:0 | Marc 11:0 | Marc 11:22 | Marc 16:0 | Marc 4:0;Jean 14:12 | Marc 16:0 | Marc 6:0
64-0427;VGR;Un procès;31;16;Actes 2:38 | Deuteronome 18:15 | Ezechiel 2:1 | Hebreux 13:8 | Jacques 5:14 | Jean 14:12 | Jean 14:5 | Jean 3:16 | Luc 17:0 | Luc 17:23 | Malachie 3:0 | Malachie 4:0 | Marc 11:0 | Marc 11:22 | Marc 16:0 | Marc 4:0;
64-0500;SKN;Lettre Audio A Lee Vayle;12;9;Apocalypse 3:0 | Hebreux 4:0 | Hebreux 4:12 | Luc 17:0 | Malachie 3:0 | Malachie 4:0 | Marc 11:23 | Matthieu 11:0 | Matthieu 11:9;
64-0531;SKN;Un Drôle de personnage;1;1;Matthieu 24:24;
64-0614E;SKN;Un Drôle de personnage;1;1;Matthieu 24:24;
64-0614E;VGR;Le drôle d’oiseau;1;1;Matthieu 24:24;
64-0614M;SKN;Dieu Dévoilé;29;21;1 Corinthiens 12:0 | 1 Timothee 3:16 | 2 Corinthiens 3:0 | Apocalypse 10:0 | Apocalypse 19:0 | Apocalypse 22:0 | Exode 19:0 | Genese 1:0 | Hebreux 13:8 | Hebreux 1:0 | Jean 12:20 | Jean 14:12 | Jean 1:0 | Joel 2:28 | Luc 17:28 | Luc 17:28-29 | Malachie 4:0 | Marc 16:0 | Matthieu 24:24 | Matthieu 28:0 | Philippiens 2:0;
64-0614M;VGR;Dieu dévoilé;25;18;Apocalypse 10:0 | Apocalypse 19:0 | Apocalypse 22:0 | Exode 19:0 | Genese 1:0 | Hebreux 13:8 | Hebreux 1:0 | Jean 12:20 | Jean 14:12 | Jean 1:0 | Joel 2:28 | Luc 17:28 | Luc 17:28-29 | Malachie 4:0 | Marc 16:0 | Matthieu 24:24 | Matthieu 28:0 | Philippiens 2:0;
64-0617;SKN;Le Christ identifié dans tous les âges;26;16;Apocalypse 22:0 | Deuteronome 18:0 | Deuteronome 18:15 | Hebreux 13:8 | Hebreux 4:0 | Hebreux 4:12 | Jean 10:35 | Jean 1:0 | Jean 4:0 | Jean 6:0 | Luc 17:0 | Malachie 1:0 | Malachie 3:0 | Malachie 3:6 | Marc 16:0 | Zacharie 14:6;Hebreux 13:8
64-0617;VGR;Le Christ identifié de tous les âges;27;17;Apocalypse 22:0 | Deuteronome 18:0 | Deuteronome 18:15 | Hebreux 13:8 | Hebreux 4:0 | Hebreux 4:12 | Jean 10:35 | Jean 1:0 | Jean 4:0 | Jean 6:0 | Luc 17:0 | Malachie 1:0 | Malachie 3:0 | Malachie 3:6 | Malachie 4:0 | Marc 16:0 | Zacharie 14:6;Hebreux 13:8
64-0618;SKN;La Présence de Dieu non reconnue;5;5;Deuteronome 18:15 | Jean 5:24 | Luc 17:0 | Malachie 3:0 | Matthieu 11:0;
64-0618;VGR;La Présence de Dieu qui n’est pas reconnue;5;5;Deuteronome 18:15 | Jean 5:24 | Luc 17:0 | Malachie 3:0 | Matthieu 11:0;
64-0619;SKN;Être Persévérant;2;2;Hebreux 4:12 | Malachie 4:0;
64-0619;VGR;Persévérer;2;2;Hebreux 4:12 | Malachie 4:0;
64-0620E;SKN;Dieu A Pourvu À Un Agneau;1;1;Deuteronome 18:15;
64-0620E;VGR;Dieu a pourvu d’un Agneau;2;2;Deuteronome 18:15 | Jean 14:12;
