ref;traduction;code;paragraphe;statut;raison
Malachie 4:0;SKN;65-0119;157;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;VGR;65-0118;31;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 22:0;VGR;65-0118;118;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0119;103;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0119;157;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;65-0919;147;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 5:0;SKN;65-0919;232;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 42:0;SKN;65-0919;202;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;65-0919;147;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 5:0;VGR;65-0919;232;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 42:0;VGR;65-0919;202;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 3:0;SKN;63-0804E;53;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;63-0804E;97;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 1:0;SKN;63-0804E;44;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Colossiens 3:0;SKN;61-0423;22;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 12:0;SKN;61-0423;27;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 3:0;SKN;61-0423;9;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Daniel 9:0;VGR;62-0908;99;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Daniel 12:0;VGR;62-0311;140;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 4:0;VGR;62-0311;422;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;VGR;62-0311;140;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;65-0425;55;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;65-0425;113;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0425;188;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;65-0425;150;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 11:0;VGR;65-0425;147;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Deuteronome 18:0;SKN;62-0117;200;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Deuteronome 18:0;SKN;63-0627;115;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;63-0627;268;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;64-0311;161;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 22:0;SKN;64-0409;109;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 3:0;SKN;64-0415;26;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;64-0618;123;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;64-0311;161;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 22:0;VGR;64-0409;176;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;64-0409;216;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;64-0409;219;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 6:0;VGR;64-0409;159;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0409;189;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 3:0;VGR;64-0415;26;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Job 7:0;SKN;59-0815;22;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;65-1128M;193;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;65-1128M;221;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 10:0;SKN;65-1128M;185;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;65-1128M;193;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;65-1128M;221;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 10:0;VGR;65-1128M;185;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ephesiens 1:0;SKN;51-0930E;59;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ephesiens 1:0;SKN;59-0415E;26;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ephesiens 1:0;SKN;64-0206B;238;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0206B;110;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0206B;111;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 10:0;SKN;64-0206B;239;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;56-0611;18;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;58-0301E;11;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Galates 4:0;SKN;58-0324;13;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0425;188;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;65-0425;150;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 11:0;SKN;65-0425;147;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Job 14:0;SKN;61-1231M;55;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;57-0908E;358;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 3:0;SKN;54-1204;33;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 49:0;SKN;55-0522;84;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;56-0603;48;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 23:0;SKN;56-0621;17;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Levitique 21:0;SKN;56-0715;15;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 2:0;SKN;60-0522E;76;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 19:0;SKN;61-0317;6;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 12:0;SKN;61-0317;49;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 12:0;SKN;61-0317;50;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 15:0;SKN;61-0317;50;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;61-0402;191;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 9:0;SKN;61-1105;24;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;SKN;61-1105;105;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;62-0122;130;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0403;162;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0403;47;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 27:0;SKN;64-0403;144;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 49:0;VGR;55-0522;69;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 5:0;VGR;56-0715;122;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 6:0;VGR;56-0715;122;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;56-0715;47;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 6:0;VGR;60-0221;106;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 2:0;VGR;60-0522E;76;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;62-0122;336;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;62-0122;347;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0403;205;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 27:0;VGR;64-0403;187;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;63-1028;62;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 9:0;VGR;63-1028;171;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;63-1028;152;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;60-0806;33;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 10:0;VGR;54-0103E;56;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 9:0;SKN;53-0507;32;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;57-0301;7;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 4:0;SKN;61-0308;34;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 28:0;SKN;61-1001E;170;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 35:0;SKN;65-1212;34;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 60:0;SKN;65-1212;34;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 28:0;VGR;65-1212;34;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 28:0;VGR;65-1212;35;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 35:0;VGR;65-1212;34;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 60:0;VGR;65-1212;34;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Job 14:0;SKN;63-0113M;3;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Job 14:0;VGR;63-0113M;8;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 35:0;SKN;53-0607E;5;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 35:0;SKN;63-0412E;86;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-0412E;156;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 35:0;SKN;63-0606;21;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 40:0;SKN;61-0129;53;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 40:0;SKN;64-0404;71;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;64-0404;144;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;64-0404;71;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0404;142;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 4:0;SKN;64-0404;122;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;SKN;61-1224;116;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 3:0;SKN;65-0125;19;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 3:0;VGR;65-0125;32;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 65:0;SKN;63-0803E;167;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esther 6:0;SKN;55-0807E;34;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esther 10:0;SKN;61-0429E;5;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 1:0;SKN;63-1103;234;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 3:0;SKN;63-1103;234;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 11:0;SKN;64-0823E;120;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;64-0823E;51;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;SKN;64-0823E;142;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;57-0326;93;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 19:0;SKN;56-0923;122;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;56-0923;66;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;56-0930;25;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 19:0;SKN;60-1206;31;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 19:0;SKN;61-0311;83;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 19:0;SKN;64-0306;144;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 3:0;SKN;64-0306;43;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 19:0;VGR;60-1206;32;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 19:0;VGR;64-0306;144;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 3:0;VGR;64-0306;43;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ezechiel 4:0;SKN;59-0125;90;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;59-0125;90;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;57-0901M;165;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 15:0;SKN;62-0129;21;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;62-0129;9;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 15:0;SKN;62-0204;110;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;64-0216;46;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;57-0901M;165;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 15:0;VGR;62-0204;110;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;60-0805;86;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;SKN;53-0509;17;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;55-0116A;39;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;SKN;61-0416;44;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 12:0;SKN;61-0416;30;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 12:0;SKN;61-0416;43;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;61-0416;60;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 4:0;SKN;61-0416;27;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;63-1130B;120;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0206E;89;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;63-1130B;120;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0206E;89;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;64-0121;200;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;61-0205E;88;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 3:0;SKN;59-0416;39;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 6:0;SKN;50-0822;22;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 22:0;SKN;50-0822;22;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;63-1113;247;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 3:0;SKN;64-0304;135;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 3:0;VGR;64-0304;135;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 11:0;VGR;64-0823E;120;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;64-0823E;51;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;VGR;64-0823E;142;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Tite 1:0;VGR;64-0823E;80;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 12:0;SKN;58-0127;21;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 8:0;SKN;58-0127;22;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 14:0;SKN;60-0301;141;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;VGR;64-0404;212;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;64-0404;142;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0404;210;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0404;212;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 4:0;VGR;64-0404;190;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;64-0321E;262;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;64-0321E;207;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0321E;214;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;64-0321E;262;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;VGR;64-0321E;207;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0321E;207;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0321E;214;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0321E;216;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 22:0;SKN;52-0224;10;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;52-0224;175;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;52-0224;177;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 4:0;SKN;52-0224;57;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 8:0;SKN;53-0606;31;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 64:0;SKN;55-0120;17;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 11:0;SKN;56-0614;6;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-0115;251;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;64-0207;131;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 5:0;SKN;64-0207;138;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
